1181575365409	0.59086883	0.5860282	-0.5190929	0.19490388
1181590365409	0.59086883	0.5860282	-0.5190929	0.19490388
1181605365409	0.59086883	0.5860282	-0.5190929	0.19490388
1181620365409	0.59086883	0.5860282	-0.5190929	0.19490388
1181635365409	0.59086883	0.5860282	-0.5190929	0.19490388
1181650365409	0.70218474	0.5602117	-0.4275396	0.10153491
1181665365409	0.70376277	0.55845743	-0.42697033	0.102663055
1181680365409	0.7034497	0.55884767	-0.42711097	0.10209851
1181695365409	0.703447	0.5588466	-0.42711702	0.10209809
1181710365409	0.703667	0.55854034	-0.4271586	0.10208361
1181725365409	0.7035904	0.55862206	-0.42720234	0.10198158
1181740365409	0.7035904	0.55862206	-0.42720234	0.10198158
1181755365409	0.70358634	0.5586205	-0.4272105	0.10198323
1181770365409	0.7036121	0.55858815	-0.42720833	0.10199182
1181785365409	0.7036309	0.55858654	-0.4271853	0.10196725
1181800365409	0.7035438	0.5586993	-0.42720452	0.10187072
1181815365409	0.7036579	0.5585895	-0.4271552	0.10189065
1181830365409	0.7036054	0.55863845	-0.42720237	0.10178722
1181845365409	0.7036362	0.5585776	-0.42725343	0.101693906
1181860365409	0.7036553	0.5585448	-0.42727813	0.10163819
1181875365409	0.7035931	0.55865407	-0.42722687	0.10168471
1181890290826	0.7035668	0.55869263	-0.42720318	0.10175388
1181902930670	0.70350885	0.55875534	-0.42721543	0.101758525
1181909735513	0.70348865	0.55878437	-0.4272022	0.101794675
1181921159368	0.70345	0.5588198	-0.42721447	0.10181536
1181931026503	0.70339304	0.55887216	-0.42724144	0.101808965
1181940780045	0.7033858	0.5588786	-0.4272507	0.10178483
1181950350045	0.7033747	0.55889213	-0.42725718	0.101759836
1181959660149	0.70337653	0.55888915	-0.42726383	0.10173534
1181970725305	0.7034143	0.5588428	-0.42727935	0.10166371
1181977405565	0.70352215	0.55869836	-0.42733845	0.1014633
1181988234159	0.7035664	0.5585527	-0.42750853	0.10124117
1181996594107	0.7036974	0.5580525	-0.42815256	0.10036325
1182008441815	0.7038736	0.5575206	-0.4287251	0.099637516
1182017745826	0.704122	0.5570534	-0.4290794	0.09896765
1182027887076	0.7041529	0.55702627	-0.4290735	0.0989261
1182040041190	0.7040945	0.5571205	-0.42904243	0.09894593
1182045363065	0.70398873	0.5572767	-0.42899477	0.09902571
1182054854107	0.7039418	0.5573362	-0.42899227	0.09903485
1182069854107	0.7032527	0.55751866	-0.4300354	0.098378554
1182084854107	0.7032527	0.55751866	-0.4300354	0.098378554
1182087011347	0.7032527	0.55751866	-0.4300354	0.098378554
1182098565409	0.70323706	0.55746204	-0.43016714	0.09823419
1182108889263	0.7030928	0.55716354	-0.43093303	0.09760144
1182116669003	0.7032017	0.5566736	-0.43153033	0.096971616
1182125627597	0.70328593	0.5564547	-0.43174472	0.0966626
1182134207493	0.70305204	0.5567624	-0.43171602	0.09671966
1182144113847	0.70306736	0.55686367	-0.43157402	0.09666019
1182153959576	0.70305115	0.5569913	-0.43144268	0.09662897
1182162951763	0.70258665	0.5575724	-0.43141243	0.096790336
1182173386138	0.7025199	0.55757725	-0.431577	0.09651303
1182183005722	0.7024461	0.557577	-0.43176755	0.09619898
1182191564784	0.7019753	0.55797195	-0.43203497	0.096145466
1182206564784	0.7018839	0.5578449	-0.43244672	0.09569769
1182216910149	0.70178986	0.55757594	-0.43311316	0.09493752
1182223619263	0.7016838	0.557588	-0.43336245	0.09451218
1182234469680	0.70161134	0.5575921	-0.43357	0.094072595
1182244248638	0.7011393	0.5578562	-0.4340873	0.09363975
1182255293065	0.7012365	0.55743784	-0.43465716	0.092756175
1182259635982	0.70132256	0.557148	-0.4350635	0.0919386
1182266899836	0.70091593	0.55768746	-0.43503064	0.091924064
1182281899836	0.7005042	0.55837804	-0.43480915	0.09191824
1182285786242	0.7008778	0.55837786	-0.43441254	0.09094072
1182295600253	0.7010687	0.55840206	-0.43418232	0.09041863
1182304725149	0.70095736	0.55894965	-0.43377167	0.0898684
1182315103586	0.7014031	0.55891186	-0.43335193	0.088641874
1182324299888	0.7019067	0.5587852	-0.4329987	0.08716885
1182334967649	0.7023774	0.55859536	-0.43276492	0.08574216
1182346128065	0.7030255	0.5582682	-0.4324616	0.084075935
1182356329107	0.7037251	0.5578588	-0.43218774	0.082331106
1182366518117	0.7045184	0.5574187	-0.43177482	0.08067723
1182375820253	0.7045672	0.5580895	-0.43101698	0.07966008
1182387309680	0.705646	0.5576115	-0.4302219	0.07773248
1182395873534	0.7067559	0.557147	-0.4293585	0.07572684
1182410693794	0.7077073	0.5567949	-0.42856026	0.07393216
1182416602284	0.7096513	0.5557393	-0.4272471	0.070774116
1182424701815	0.7106496	0.5554619	-0.42619735	0.06924662
1182434770253	0.712114	0.5550549	-0.42460033	0.06724798
1182444392857	0.7137881	0.55465186	-0.4226775	0.064896986
1182452462805	0.71541935	0.5544015	-0.4205951	0.062562294
1182463064784	0.71699846	0.55422837	-0.4184385	0.060442097
1182473356555	0.7188551	0.5538376	-0.41612604	0.05788368
1182481933951	0.72078145	0.5534015	-0.41373822	0.055150833
1182496933951	0.72287744	0.5529886	-0.4109736	0.052464534
1182500889315	0.7258032	0.55213463	-0.40740967	0.04872954
1182510639524	0.72643673	0.55219537	-0.4063023	0.047837865
1182519821972	0.7285117	0.5515815	-0.40372437	0.045114063
1182528519367	0.7304322	0.550998	-0.40130544	0.04270942
1182540058065	0.73238325	0.550439	-0.3987269	0.040603418
1182549075357	0.7348726	0.5497725	-0.39531448	0.037935965
1182559138847	0.73687494	0.549297	-0.3923967	0.03623759
1182574138847	0.73952633	0.5487116	-0.38844258	0.033598248
1182584598638	0.74249965	0.5480465	-0.38392213	0.0307117
1182588863794	0.74377304	0.54768217	-0.3820345	0.029926335
1182600620253	0.74474144	0.54743946	-0.38051742	0.029612374
1182613818065	0.74676234	0.54732674	-0.37685585	0.027554182
1182619111034	0.74905884	0.54704964	-0.3728543	0.025045434
1182629819836	0.7498807	0.54686224	-0.37152806	0.024241945
1182637892753	0.7516535	0.54643226	-0.36869773	0.022157373
1182652494628	0.75312227	0.54607546	-0.36631343	0.020566734
1182658912024	0.755258	0.5457396	-0.3625318	0.018007485
1182670514419	0.75609696	0.5455288	-0.36113805	0.017176084
1182679983846	0.75781476	0.54525596	-0.35802197	0.015268954
1182689718378	0.759178	0.5450511	-0.35549673	0.013790352
1182699995982	0.760598	0.5448253	-0.35285327	0.012275141
1182708417805	0.7620669	0.5446003	-0.3500771	0.010518881
1182720358013	0.76331264	0.5443799	-0.34774444	0.008847434
1182726550461	0.76491225	0.5440775	-0.34474337	0.0064091836
1182738178899	0.7629208	0.5476955	-0.3434148	0.006922508
1182749254524	0.76160896	0.55106735	-0.3409334	0.0063959416
1182757170878	0.76033527	0.55433655	-0.33846965	0.0063020354
1182762430409	0.7588819	0.5574062	-0.33667293	0.0069241077
1182771684003	0.7577992	0.5596533	-0.33536792	0.0075463858
1182779586867	0.75717455	0.5624267	-0.33212587	0.0074439743
1182792264003	0.7564625	0.5646597	-0.32995507	0.00733228
1182803888899	0.75631	0.5665947	-0.32699242	0.0064541493
1182809147701	0.7560311	0.56832737	-0.32464135	0.005392567
1182821252076	0.75533164	0.56952095	-0.3241811	0.005170055
1182830889940	0.7551234	0.570879	-0.322289	0.003980817
1182842052805	0.7548848	0.5720822	-0.32071826	0.003289362
1182851072701	0.75463426	0.5733585	-0.3190286	0.0028387776
1182859513846	0.75493866	0.57364553	-0.31779307	0.0024688602
1182869439732	0.7543169	0.5750515	-0.31672373	0.002821319
1182880376346	0.75381494	0.5763458	-0.3155626	0.0029903296
1182890536346	0.75336593	0.577501	-0.31452283	0.0027965403
