59883951758081, 0.25509432, 0.09389346, 0.16798878
59884011776747, 0.014824081, -0.0023571663, 0.103375435
59884071795447, 0.01216137, -6.5872446E-5, 0.1033926
59884131814113, -0.30838427, -0.18439788, 0.09381485
59884191832779, -0.0016650353, -0.08782466, 0.1847744
59884251851479, -0.027347665, 0.00454871, 0.15124798
59884311870145, 0.030301342, -0.084673375, 0.156044
59884371888711, 0.028656682, -0.08305441, 0.15605545
59884431907444, -0.12639031, -0.12804635, 0.15127182
59884491926110, -0.1312983, -0.10798378, 0.16565037
59884551944776, 0.021015795, 0.01711654, 0.0698843
59884611963476, -0.0036407579, 0.004733082, 0.18480492
59884671982142, -0.2936887, -0.013736755, 0.1153698
59884732000742, -0.20452532, -0.052669503, 0.14410305
59884792019442, -0.5482115, -0.15624763, 0.14649296
59884852038108, 0.006860364, -0.016383424, 0.10359478
59884912056808, 0.01434207, -9.988435E-4, 0.14196682
59884972075474, 0.032211576, -0.013546396, 0.1417942
59885032094140, -0.070891574, -0.07322781, 0.12011242
59885092112840, 0.05078608, -0.10567334, 0.13449001
59885152131506, -0.050588764, -0.07217127, 0.13930893
59885212150172, -0.044445634, -0.055496432, 0.12496662
59885272168872, -0.030947361, -0.047185645, 0.12498474
59885332187538, -0.22570275, -0.039407887, 0.14414978
59885392172871, -0.95373446, 0.5661807, 0.6207533
59885452158237, -0.9517825, 0.56489074, 0.6207495
59885512143603, -0.3898066, -0.046800584, 0.10121536
59885572129003, 0.11367843, 0.119292796, 0.1444273
59885632114369, -0.0088119805, -0.12887967, 0.10131264
59885692099702, 0.126199, -0.026177585, 0.15638256
59885752085035, -0.03272754, 0.11733026, 0.14676571
59885812070401, -0.11454688, -0.102736615, 0.2329588
59885872055734, -0.06697349, 0.1948567, 0.15162086
59885932041067, -0.031943038, 0.1305024, 0.13246441
59885992026433, -0.08402251, -0.055583943, 0.122870445
59886052011766, 0.03298899, 0.32781637, 0.036686897
59886111997132, -0.07467455, 0.06672062, 0.113238335
59886171982532, -0.08924609, -0.11010717, 0.1706829
59886231967832, -0.04911425, 0.22456354, 0.24018002
59886291953198, -0.05250711, 0.14970468, 0.15400219
59886351938564, 0.073374666, 0.2467949, 0.18751335
59886411923897, 0.07078339, -0.0040016323, 0.11567116
59886471909263, -0.11469726, -0.065317534, 0.07732868
59886531894629, 0.013075039, 0.08901988, 0.0366354
59886591879962, -0.004191175, 0.11837145, 0.20660019
59886651865328, -0.11982381, 0.037646033, 0.0724659
59886711850661, -0.1513946, -0.13060513, 0.08682728
59886771835994, -0.06322562, -0.11475593, 0.20893097
59886831821360, -0.13206086, 3.0079135E-4, 0.16823387
59886891806693, -0.034116693, -0.024006078, 0.17300129
59886951792026, 0.11607046, 0.19571395, 0.16338158
59887011777392, 0.31925273, 0.2633674, 0.09382343
59887071762725, 0.11461051, -0.0052214377, 0.10097313
59887131748091, 0.14151643, 0.019406855, 0.15607071
59887191733457, 0.0017343131, 0.008889146, 0.15369129
59887251718790, 0.031107528, -0.042148724, 0.14890957
59887311704156, 0.08272719, 0.01316629, 0.1848259
59887371689456, -0.00616158, -0.1235938, 0.12976265
59887431674789, 0.0034078714, -0.02482038, 0.11777687
59887491660155, 0.088104635, -0.099721804, 0.12734032
59887551645521, -0.22064796, -0.0140869245, 0.11774731
59887611630854, -0.22506583, -0.009581447, 0.117738724
59887671616220, -0.13254634, 0.0077759027, 0.13688087
59887731601586, -0.1334752, 0.013304409, 0.13686657
59887791586919, -0.08983027, -0.054168407, 0.13925076
59887851572285, 0.063772336, -0.121727884, 0.11528301
59887911557618, -0.013537642, -0.05533948, 0.13921547
59887971542951, -0.2153877, 0.0240964, 0.13442421
59888031528317, 0.045349028, -0.03167603, 0.14878368
59888091513650, 0.04600271, -0.03759124, 0.15117455
59888151498983, -0.028274637, -0.016767511, 0.1415968
59888210518588, -0.04854127, -0.008369101, 0.11764908
59888270503921, -0.027460497, -0.012104496, 0.12482834
59888330489287, -0.03246265, -0.0063630966, 0.12482357
59888390507987, -0.018243091, -0.026914231, 0.13918495
59888450526653, -0.0043993974, -0.021102581, 0.14636326
59888510545319, -0.03156945, -0.0035131718, 0.12002468
59888570564085, -0.032455944, -0.0054550087, 0.1319933
59888630582751, -0.030766273, -2.4796138E-4, 0.13438511
59888690601417, -0.0028359834, -0.019001631, 0.13438416
59888750620117, -0.023165897, -0.020997345, 0.12959385
59888810638783, -0.0051003788, -0.010782024, 0.14156532
59888870690849, -0.00416246, -0.010312044, 0.14156437
59888930742849, -0.01760501, -0.0029652505, 0.120015144
59888990794849, -0.028520582, -0.012233959, 0.11762047
59889050846849, -0.015567963, 1.6758544E-4, 0.13438034
59889110898849, -0.012068322, -0.0089602135, 0.12480354
59889170950849, -0.023220036, -0.020619303, 0.12959194
59889231002849, -0.012802599, -9.853696E-4, 0.12240982
59889291054849, -0.016701624, -0.0054725586, 0.04579258
