59880587450421, -0.011070652, -0.016341934, 0.08890724
59880647434421, -0.060313564, -0.0077906656, 0.10818577
59880708418921, -0.055412456, -0.023407951, 0.12252617
59880769070254, -0.046258647, -0.010125878, 0.093774796
59880829555004, -0.032585204, -0.006601063, 0.14403725
59880889940004, -0.041204147, -0.007984346, 0.1009264
59880950258337, -0.026146546, -0.0024199893, 0.13204098
59881010529051, -0.035332393, -0.013713552, 0.117666245
59881070764176, -0.042406403, -0.005755678, 0.12244892
59881130971509, -0.04209824, -0.007476234, 0.124835014
59881191156609, 0.0012510847, 0.05813177, 0.10328102
59881251323609, 0.0038091168, 0.05832237, 0.10327625
59881311475442, -0.55436033, -0.014515068, 0.14635658
59881371614442, -0.52746975, -0.014305519, 0.14636421
59881431742513, -0.050122797, -0.004879033, 0.14639282
59881491927779, -0.05307784, 0.02031105, 0.1296463
59881552100466, -0.16803348, 0.082790665, 0.08655739
59881612262171, -0.064141355, 0.009445364, 0.13444614
59881672414059, 0.08901353, 0.0273655, 0.16317749
59881732557164, 0.1575185, 0.034935683, 0.13923168
59881792742364, -0.031975776, 0.048764292, 0.13204002
59881852918078, -0.032507125, 0.04961591, 0.13203812
59881913085123, -0.009134613, -0.060054373, 0.13682461
59881973244296, -0.027633976, -0.031211754, 0.07936478
59882033396212, -0.054951552, -0.06562945, 0.15838909
59882093541452, -0.0714654, 0.036842495, 0.13447666
59882153680567, 0.12400113, -0.10855838, 0.16085815
59882213813974, 0.25128436, -0.015606708, 0.09862232
59882273942081, 0.2440867, -0.016283136, 0.09858513
59882334065287, 0.21477507, -0.0720809, 0.17754173
59882394183887, 0.08464734, 0.07053936, 0.16315079
59882454302520, 0.080121905, 0.069202095, 0.1631403
59882514354520, 0.1193118, -0.07164378, 0.13679123
59882574406586, 0.11626984, -0.06901091, 0.13678455
59882634458586, 0.2069003, 0.14352983, 0.19903278
59882694510586, -0.08803884, -0.0020190654, 0.10326195
59882754562586, 0.11467979, 0.04750118, 0.0912981
59882814614586, 0.11120555, 0.03805209, 0.09131718
59882874666586, 0.16148344, -0.0663514, 0.1512022
59882934718652, 0.15704778, -0.07072373, 0.15122223
59882994770652, 0.03497723, 0.18971902, 0.057912827
59883054822652, 0.28488857, -0.20363837, 0.13934517
59883114874652, 0.085188866, 0.07714758, 0.20645618
59883174926685, 0.07239886, 0.07713997, 0.20651245
59883234978685, -0.14745685, -0.085369, 0.12749577
59883294997318, -0.19992983, -0.31420854, 0.022082329
59883355016018, 0.027852956, 0.09635561, 0.01717472
59883415034684, 0.034196936, 0.108462356, 0.017133713
59883475053350, -0.23675571, -0.22341086, 0.23259258
59883535072050, 0.08553146, -0.07209632, 0.18469334
59883591646051, 0.08775944, -0.06540594, 0.18470383
59883651664717, 0.06350741, 0.14852172, 0.10090637
59883711683383, -0.063461915, 0.007439172, 0.1176672
59883771702049, -0.0066032885, -0.08205691, 0.10330391
59883831720715, -0.007120694, -0.07989921, 0.10331154
59883891739415, -0.09017754, -0.13042319, 0.13684368
