1537158513233, 0.535587, -0.561542, 0.408718, 0.48038
1537158513292, 0.538045, -0.562351, 0.406414, 0.478638
1537158513352, 0.540769, -0.563492, 0.403952, 0.476306
1537158513412, 0.544362, -0.562716, 0.403669, 0.47336
1537158513472, 0.548029, -0.56129, 0.403929, 0.470592
1537158513532, 0.552824, -0.558692, 0.405069, 0.467083
1537158513592, 0.554641, -0.558699, 0.404053, 0.465799
1537158513652, 0.555712, -0.558975, 0.402976, 0.465124
1537158513712, 0.558089, -0.556957, 0.404261, 0.463581
1537158513772, 0.558029, -0.556549, 0.404588, 0.463858
1537158513833, 0.558225, -0.557431, 0.403409, 0.463588
1537158513893, 0.558488, -0.558267, 0.402363, 0.463175
1537158513953, 0.559671, -0.557544, 0.402541, 0.462463
1537158514012, 0.560322, -0.557523, 0.402207, 0.461989
1537158514073, 0.560563, -0.557584, 0.401771, 0.462003
1537158514133, 0.561737, -0.557067, 0.402466, 0.460594
1537158514194, 0.560321, -0.558766, 0.401355, 0.46123
1537158514253, 0.562543, -0.55698, 0.402895, 0.459339
1537158514312, 0.562033, -0.558328, 0.401951, 0.459153
1537158514376, 0.560471, -0.560207, 0.40014, 0.460355
1537158514433, 0.562018, -0.55917, 0.400453, 0.459457
1537158514495, 0.561433, -0.55972, 0.399598, 0.460246
1537158514553, 0.560735, -0.561363, 0.398375, 0.460156
1537158514613, 0.559207, -0.562957, 0.397247, 0.461043
1537158514677, 0.560267, -0.562671, 0.397869, 0.459566
1537158514732, 0.560985, -0.561995, 0.39842, 0.459039
1537158514792, 0.56229, -0.560918, 0.399096, 0.458172
1537158514853, 0.561658, -0.561471, 0.398521, 0.458771
1537158514913, 0.560994, -0.561551, 0.398449, 0.459545
1537158514973, 0.560682, -0.561368, 0.398717, 0.459918
1537158515033, 0.562491, -0.558992, 0.401019, 0.4586
1537158515093, 0.563131, -0.558808, 0.400807, 0.458224
1537158515152, 0.561697, -0.560169, 0.399371, 0.459574
1537158515214, 0.56361, -0.558341, 0.400549, 0.45843
1537158515273, 0.563849, -0.558386, 0.40008, 0.458491
1537158515333, 0.564837, -0.558019, 0.400375, 0.457461
1537158515397, 0.56559, -0.557852, 0.40004, 0.457028
1537158515453, 0.568078, -0.55571, 0.401271, 0.45547
1537158515512, 0.569952, -0.554366, 0.401535, 0.454533
1537158515572, 0.570794, -0.554072, 0.40129, 0.454052
1537158515633, 0.573126, -0.552409, 0.402004, 0.452506
1537158515696, 0.57455, -0.551617, 0.402085, 0.451593
1537158515753, 0.576517, -0.55056, 0.402432, 0.450065
1537158515814, 0.576689, -0.5508, 0.401896, 0.45003
1537158515873, 0.576688, -0.551745, 0.40095, 0.449717
1537158515932, 0.57875, -0.550016, 0.402362, 0.447923
1537158515995, 0.580271, -0.548725, 0.403321, 0.446672
1537158516053, 0.580772, -0.547922, 0.403959, 0.446432
1537158516113, 0.580931, -0.547396, 0.404514, 0.446366
1537158516173, 0.581335, -0.547146, 0.4049, 0.445798
1537158516233, 0.58154, -0.546864, 0.405395, 0.445426
1537158516293, 0.581881, -0.546612, 0.405496, 0.445197
1537158516352, 0.581899, -0.546556, 0.405543, 0.4452
1537158516413, 0.581855, -0.54667, 0.405488, 0.445167
1537158516474, 0.581655, -0.546471, 0.405544, 0.445622
1537158516533, 0.581706, -0.546418, 0.405522, 0.445641
1537158516592, 0.581484, -0.545969, 0.406093, 0.44596
1537158516652, 0.58174, -0.545498, 0.406585, 0.445755
1537158516713, 0.581647, -0.54527, 0.406706, 0.446044
1537158516774, 0.581413, -0.545587, 0.406267, 0.446361
1537158516835, 0.581058, -0.546371, 0.405324, 0.446722
1537158516894, 0.580283, -0.546818, 0.405188, 0.447305
1537158516953, 0.579503, -0.546649, 0.405599, 0.44815
1537158517015, 0.577843, -0.546217, 0.40666, 0.449855
1537158517073, 0.576902, -0.544668, 0.408687, 0.451103
1537158517133, 0.58107, -0.538001, 0.414604, 0.448346
1537158517192, 0.584985, -0.530706, 0.421633, 0.445384
1537158517253, 0.59088, -0.522115, 0.429463, 0.440245
1537158517313, 0.598065, -0.511885, 0.438257, 0.433844
1537158517373, 0.600506, -0.508425, 0.44227, 0.430454
1537158517435, 0.609709, -0.494688, 0.453794, 0.421434
1537158517493, 0.618632, -0.48258, 0.462934, 0.412434
1537158517552, 0.626564, -0.471428, 0.471205, 0.403902
1537158517613, 0.632025, -0.463238, 0.476786, 0.398281
1537158517672, 0.634975, -0.460407, 0.478349, 0.394985
1537158517733, 0.634558, -0.46135, 0.477478, 0.395607
1537158517793, 0.635044, -0.460801, 0.477891, 0.394969
1537158517852, 0.637215, -0.45933, 0.478406, 0.392554
1537158517912, 0.63846, -0.458052, 0.479431, 0.390769
1537158517973, 0.640573, -0.456488, 0.480072, 0.388347
1537158518034, 0.642853, -0.453001, 0.48152, 0.386868
1537158518092, 0.646395, -0.450068, 0.482085, 0.383672
1537158518153, 0.648485, -0.445912, 0.484681, 0.381723
1537158518215, 0.649514, -0.440629, 0.488372, 0.381403
1537158518272, 0.650834, -0.437609, 0.489876, 0.380701
1537158518334, 0.651075, -0.43571, 0.490696, 0.381411
1537158518393, 0.652752, -0.43633, 0.487773, 0.381585
1537158518455, 0.653261, -0.438202, 0.485304, 0.381717
1537158518512, 0.652015, -0.439868, 0.483248, 0.384527
1537158518573, 0.650959, -0.442234, 0.479729, 0.387994
1537158518635, 0.649108, -0.44487, 0.476105, 0.392521
1537158518693, 0.646773, -0.448036, 0.472774, 0.396776
1537158518753, 0.644697, -0.451951, 0.468905, 0.40029
1537158518812, 0.639227, -0.461447, 0.46133, 0.406976
1537158518873, 0.637762, -0.465073, 0.457895, 0.40902
1537158518933, 0.625053, -0.482861, 0.445489, 0.421534
1537158518992, 0.615596, -0.496284, 0.435304, 0.43041
1537158519054, 0.607454, -0.508145, 0.425745, 0.437638
1537158519113, 0.604104, -0.514658, 0.420279, 0.439942
1537158519172, 0.601163, -0.520393, 0.416623, 0.4407
1537158519233, 0.599278, -0.525875, 0.412933, 0.440234
1537158519292, 0.597894, -0.528926, 0.412171, 0.439173
1537158519352, 0.595948, -0.531064, 0.411907, 0.439485
1537158519412, 0.593698, -0.533888, 0.410958, 0.439997
1537158519474, 0.591722, -0.537489, 0.409596, 0.439545
1537158519533, 0.589885, -0.540815, 0.408341, 0.439102
1537158519596, 0.588949, -0.545374, 0.404712, 0.438077
1537158519652, 0.586874, -0.549355, 0.402191, 0.43821
1537158519713, 0.584477, -0.552247, 0.399857, 0.439913
1537158519773, 0.58242, -0.554447, 0.397889, 0.441653
1537158519833, 0.582586, -0.553881, 0.397923, 0.442115
1537158519893, 0.582873, -0.551391, 0.400575, 0.442453
1537158519952, 0.579536, -0.550532, 0.403314, 0.445408
1537158520012, 0.577674, -0.54982, 0.406159, 0.446121
1537158520073, 0.577096, -0.548457, 0.408883, 0.446058
1537158520132, 0.577217, -0.547096, 0.410878, 0.44574
1537158520192, 0.581036, -0.54361, 0.413418, 0.442684
1537158520255, 0.581553, -0.543296, 0.413452, 0.442359
1537158520312, 0.581122, -0.543231, 0.413043, 0.443385
1537158520375, 0.580999, -0.543035, 0.41326, 0.443585
1537158520433, 0.584188, -0.540175, 0.415213, 0.441058
1537158520493, 0.585981, -0.53861, 0.41622, 0.439641
1537158520553, 0.585825, -0.538075, 0.416448, 0.440289
1537158520613, 0.58761, -0.535884, 0.417997, 0.439112
1537158520672, 0.587759, -0.535011, 0.418844, 0.439171
1537158520732, 0.587003, -0.535675, 0.41842, 0.439776
1537158520794, 0.585196, -0.536961, 0.417611, 0.441382
1537158520852, 0.58348, -0.538146, 0.416932, 0.442851
1537158520913, 0.582446, -0.53853, 0.416494, 0.444154
1537158520972, 0.581342, -0.539185, 0.416192, 0.445087
1537158521033, 0.580586, -0.539705, 0.41591, 0.445707
1537158521092, 0.58093, -0.539268, 0.416613, 0.445132
1537158521152, 0.58107, -0.539819, 0.416135, 0.444728
1537158521212, 0.582339, -0.539689, 0.416076, 0.443279
1537158521273, 0.58078, -0.54263, 0.413462, 0.444179
1537158521332, 0.582305, -0.542968, 0.4125, 0.442661
1537158521394, 0.581605, -0.545103, 0.410156, 0.443134
1537158521453, 0.581545, -0.546266, 0.409084, 0.442773
1537158521513, 0.580832, -0.548709, 0.407333, 0.442302
1537158521572, 0.580567, -0.549994, 0.406942, 0.441412
1537158521632, 0.582526, -0.548977, 0.408033, 0.439084
1537158521693, 0.580371, -0.551604, 0.406818, 0.439773
1537158521752, 0.578446, -0.554115, 0.405427, 0.440436
1537158521812, 0.577418, -0.554936, 0.404897, 0.441238
1537158521873, 0.577161, -0.55571, 0.403999, 0.441422
1537158521933, 0.57661, -0.556146, 0.403777, 0.441799
